,,,,,,,,,,,,,,,,,,,,
자전거대여소명,자전거대여소구분,소재지도로명주소,소재지지번주소,위도,경도,운영시작시각,운영종료시각,휴무일,요금구분,자전거이용요금,자전거보유대수,거치대수,공기주입기비치여부,공기주입기유형,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
마두동 사거리,무인대여소,,경기도 고양시 일산동구 마두동 740,37.659217,126.788255,00:00,00:00,연중 무휴,유료,1회/60분 5백원+3개월 1만원,20,25,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2020-05-15,3940000,경기도 고양시
마두역 교보생명 옆,무인대여소,,경기도 고양시 일산동구 장항동 894,37.651756,126.777141,00:00,00:00,연중 무휴,유료,1회/60분 5백원+3개월 1만원,10,20,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2020-05-15,3940000,경기도 고양시
이케아 고양점,무인대여소,경기도 고양시 덕양구 권율대로 420,,37.629587,126.863124,00:00,00:00,연중 무휴,유료,1회/60분 5백원+3개월 1만원,18,40,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2020-05-15,3940000,경기도 고양시
삼송 신세계 스타필드 후문,무인대여소,,경기도 고양시 덕양구 동산동 370,37.6469763081,126.8947784061,00:00,00:00,연중 무휴,유료,1회/60분 5백원+3개월 1만원,18,40,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2020-05-15,3940000,경기도 고양시
삼송 신세계스타필드 앞,무인대여소,,경기도 고양시 덕양구 동산동 370,37.6469763081,126.8947784061,00:00,00:00,연중 무휴,유료,1회/60분 5백원+3개월 1만원,18,40,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2020-05-15,3940000,경기도 고양시
하늘공원,무인대여소,,경기도 고양시 일산동구 중산동 1800,37.6759045498,126.7874348202,00:00,00:00,연중 무휴,유료,1회/60분 5백원+3개월 1만원,18,40,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2020-05-15,3940000,경기도 고양시
일산센트럴아이파크,무인대여소,,경기도 고양시 일산동구 중산동 1705,37.678241,126.782444,00:00,00:00,연중 무휴,유료,1회/60분 5백원+3개월 1만원,20,40,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2020-05-15,3940000,경기도 고양시
킨텍스 사거리,무인대여소,,경기도 고양시 일산동구 장항동 1760,37.664246,126.747984,00:00,00:00,연중 무휴,유료,1회/60분 5백원+3개월 1만원,20,40,N,,N,031-903-8984,경기도 고양시 에코바이크(주),2020-05-15,3940000,경기도 고양시
원시티 정문,무인대여소,,경기도 고양시 일산동구 장항동 1811,37.661135,126.748363,00:00,00:00,연중 무휴,유료,1회/60분 5백원+3개월 1만원,20,40,N,,N,031-903-8985,경기도 고양시 에코바이크(주),2020-05-15,3940000,경기도 고양시
원시티 육교,무인대여소,,경기도 고양시 일산동구 장항동 1793,37.661051,126.750866,00:00,00:00,연중 무휴,유료,1회/60분 5백원+3개월 1만원,20,40,N,,N,031-903-8986,경기도 고양시 에코바이크(주),2020-05-15,3940000,경기도 고양시
일산에듀포레 푸르지오,무인대여소,,경기도 고양시 일산서구 탄현동 1653,37.702324,126.767451,00:00,00:00,연중 무휴,유료,1회/60분 5백원+3개월 1만원,20,40,N,,N,031-903-8987,경기도 고양시 에코바이크(주),2020-05-15,3940000,경기도 고양시
서남동주민센터,유인대여소,광주광역시 동구 서남로 14,광주광역시 동구 서석동 29,35.1449516763,126.9231620980,09:00,18:00,"매주 토요일,일요일",무료,,5,,N,,N,062-608-3744,광주광역시 동구 서남동주민센터,2020-03-02,3590000,광주광역시 동구
계림1동주민센터,유인대여소,광주광역시 동구 경양로247번길 26,광주광역시 동구 계림동 178-38,35.1585275088,126.9196722870,09:00,18:00,"매주 토요일,일요일",무료,,5,,N,,N,062-608-3565,광주광역시 동구 계림1동주민센터,2020-03-02,3590000,광주광역시 동구
계림2동주민센터,유인대여소,광주광역시 동구 계림로30번길 15,광주광역시 동구 계림동 1815,35.1570637402,126.9253721181,09:00,18:00,"매주 토요일,일요일",무료,,5,,N,,N,062-608-3594,광주광역시 동구 계림2동주민센터,2020-03-02,3590000,광주광역시 동구
동명동주민센터,유인대여소,광주광역시 동구 동명로26번길 13,광주광역시 동구 동명동156-4,35.1511795311,126.9251623900,09:00,18:00,"매주 토요일,일요일",무료,,3,,N,,N,062-608-3535,광주광역시 동구 동명동주민센터,2020-03-02,3590000,광주광역시 동구
산수1동주민센터,유인대여소,광주광역시 동구 무등로449번길 12,광주광역시 동구 산수동541-10,35.1572904630,126.9307366683,09:00,18:00,"매주 토요일,일요일",무료,,3,,N,,N,062-608-3624,광주광역시 동구 산수1동주민센터,2020-03-02,3590000,광주광역시 동구
산수2동주민센터,유인대여소,광주광역시 동구 필문대로191번길 43-24,광주광역시 동구 산수동512-3,35.1545749288,126.9361386691,09:00,18:00,"매주 토요일,일요일",무료,,1,,N,,N,062-608-3654,광주광역시 동구 산수2동주민센터,2020-03-02,3590000,광주광역시 동구
지산1동주민센터,유인대여소,광주광역시 동구 필문대로218번길 9,광주광역시 동구 지산동722-4,35.1514809628,126.9287793364,09:00,18:00,"매주 토요일,일요일",무료,,3,,N,,N,062-608-3684,광주광역시 동구 지산1동주민센터,2020-03-02,3590000,광주광역시 동구
지산2동주민센터,유인대여소,광주광역시 동구 지호로 51,광주광역시 동구 지산동232-46,35.1479760898,126.9344933181,09:00,18:00,"매주 토요일,일요일",무료,,1,,N,,N,062-608-3714,광주광역시 동구 지산2동주민센터,2020-03-02,3590000,광주광역시 동구
지원1동주민센터,유인대여소,광주광역시 동구 남문로 600-3,광주광역시 동구 소태동 656,35.1247413381,126.9322738437,09:00,18:00,"매주 토요일,일요일",무료,,3,,N,,N,062-608-3834,광주광역시 동구 지원1동주민센터,2020-03-02,3590000,광주광역시 동구
지원2동주민센터,유인대여소,광주광역시 동구 화산로 361,광주광역시 동구 용산동269-1,35.1204836068,126.9328434417,09:00,18:00,"매주 토요일,일요일",무료,,2,,N,,N,062-608-3864,광주광역시 동구 지원2동주민센터,2020-03-02,3590000,광주광역시 동구
학동주민센터,유인대여소,광주광역시 동구 천변우로 559-7,광주광역시 동구 학동901-308,35.1344172029,126.9241946140,09:00,18:00,"매주 토요일,일요일",무료,,2,,N,,N,062-608-3774,광주광역시 동구 학동주민센터,2020-03-02,3590000,광주광역시 동구
충장동주민센터,유인대여소,광주광역시 동구 충장로58번길 16,광주광역시 동구 충장로4가 32-2,35.1491846679,126.9128027948,09:00,18:00,"매주 토요일,일요일",무료,,3,,N,,N,062-608-3505,광주광역시 동구 충장동주민센터,2020-03-02,3590000,광주광역시 동구
학운동주민센터,유인대여소,광주광역시 동구 의재로 53,광주광역시 동구 학동720-10,35.1324721402,126.9335445875,09:00,18:00,"매주 토요일,일요일",무료,,1,,N,,N,062-608-3804,광주광역시 동구 학운동주민센터,2020-03-02,3590000,광주광역시 동구
남천동 공영자전거 무료대여소,유인대여소,,부산광역시 수영구 남천동 148-6,35.084570,129.066000,10:00,19:00,"명절, 선거일",무료,,30,1,Y,수동식,N,051-610-4555,부산광역시 수영구청,2019-11-18,3380000,부산광역시 수영구
민락동 공영자전거 무료대여소,유인대여소,,부산광역시 수영구 민락동 110-23,35.091800,129.076000,10:00,19:00,"명절, 선거일",무료,,70,2,Y,수동식,N,051-610-4555,부산광역시 수영구청,2019-11-18,3380000,부산광역시 수영구
탈춤축제장 내,유인대여소,경상북도 안동시 육사로 239(운흥동),경상북도 안동시 운흥동 300-15,36.5606947973,128.7322556159,09:00,18:00,월요일,무료,,33,1,N,태양광식,N,054-859-6080,경상북도 안동시청,2019-10-21,5070000,경상북도 안동시
영호대교 북단 아래,유인대여소,경상북도 안동시 운흥동 300,경상북도 안동시 운흥동 300,36.558056,128.731074,09:00,18:00,월요일,무료,,23,1,Y,태양광식,N,054-859-6080,경상북도 안동시청,2019-10-21,5070000,경상북도 안동시
영가대교 북단 아래,유인대여소,경상북도 안동시 옥야동 424,경상북도 안동시 옥야동 424,36.559602,128.733577,09:00,18:00,월요일,무료,,22,1,Y,태양광식,N,054-859-6080,경상북도 안동시청,2019-10-21,5070000,경상북도 안동시
용정교 북단 아래,유인대여소,경상북도 안동시 용상동 산72-16,경상북도 안동시 용상동 산72-16,36.552243,128.752768,09:00,18:00,월요일,무료,,15,1,N,,N,054-859-6080,경상북도 안동시청,2019-10-21,5070000,경상북도 안동시
안산대학교,무인대여소,경기도 안산시 상록구 안산대학로 155,경기도 안산시 상록구 일동 752,37.3103808782,126.8760634407,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
한양연립,무인대여소,경기도 안산시 단원구 라성로 1,경기도 안산시 단원구 원곡동 835-4,37.324784,126.797986,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,18,18,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
충효입구삼거리,무인대여소,"경기도 안산시 단원구 적금로5길 10 (고잔동, 광신6차빌라)",경기도 안산시 단원구 고잔동 611,37.3295780776,126.8282942821,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
한양대앞역(농수산물 도매시장),무인대여소,경기도 안산시 상록구 충장로 337,경기도 안산시 상록구 이동 211-5,37.310343,126.853373,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
상록구청,무인대여소,경기도 안산시 상록구 차돌배기로1길 15,경기도 안산시 상록구 사동 1584,37.301539,126.845060,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,30,30,Y,기계식,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
다농마트사거리,무인대여소,,경기도 안산시 상록구 성포동 593-35,37.327857,126.844142,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
상록구노인복지회관,무인대여소,,경기도 안산시 상록구 성포동 679-2,37.318098,126.845054,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,25,25,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
시외버스터미널(터미널사거리),무인대여소,,경기도 안산시 상록구 이동 614-26,37.316512,126.845511,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,30,30,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
한양대사거리,무인대여소,,경기도 안산시 상록구 사동 1147,37.300144,126.838118,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,40,40,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
송호중학교,무인대여소,,경기도 안산시 단원구 고잔동 765-4,37.311746,126.838609,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,30,30,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
고잔역(고대병원),무인대여소,경기도 안산시 단원구 중앙대로 784,경기도 안산시 단원구 고잔동 289-48,37.3169111279,126.8220325572,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
초지역,무인대여소,경기도 안산시 단원구 중앙대로 620,경기도 안산시 단원구 초지동 25-1,37.320644,126.805915,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
산업단지공단 경기지역본부,무인대여소,경기도 안산시 단원구 동산로 57,경기도 안산시 단원구 원시동 773-2,37.3140066358,126.7955380233,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
서울예술대학,무인대여소,,경기도 안산시 단원구 고잔동 641,37.331127,126.839046,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
석수골운동장,무인대여소,경기도 안산시 단원구 선부로 96,경기도 안산시 단원구 선부동 1068,37.340909,126.804791,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
선부동 벽산블루밍,무인대여소,경기도 안산시 단원구 선부광장북로 36,경기도 안산시 단원구 선부동 1082,37.3374350623,126.8117107102,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
이동 주민센터,무인대여소,경기도 안산시 상록구 이동로 46,경기도 안산시 상록구 이동 578-12,37.305422,126.860838,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
와동 주민센터,무인대여소,경기도 안산시 단원구 선부로 273,경기도 안산시 단원구 와동 280-1,37.341727,126.825544,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
와동 면허시험장,무인대여소,,경기도 안산시 단원구 와동 93,37.344044,126.829691,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
무령왕릉,무인대여소,,충청남도 공주시 웅진동 318-1 외,36.461100,127.112580,07:00,22:00,-,무료,무료,4,11,Y,기계식,N,041-840-8507,공주시청,2019-09-25,4500000,충청남도 공주시
중앙역(신도시),무인대여소,,경기도 안산시 단원구 고잔동 723,37.315373,126.838946,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,30,30,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
중앙역(2번출구),무인대여소,경기도 안산시 단원구 중앙대로 918,경기도 안산시 단원구 고잔동 167-378,37.3160120850,126.838489,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,35,35,Y,기계식,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
양지중학교,무인대여소,,경기도 안산시 단원구 고잔동 849,37.304168,126.832681,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,25,25,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
안산문화광장,무인대여소,경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,37.310741,126.829822,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,30,30,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
안산시 환경교통국,무인대여소,,경기도 안산시 단원구 고잔동 554,37.317796,126.830069,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,25,25,Y,기계식,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
안산시청,무인대여소,경기도 안산시 단원구 화랑로 387,경기도 안산시 단원구 고잔동 515,37.322131,126.830243,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,Y,기계식,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
올림픽 기념관,무인대여소,경기도 안산시 단원구 적금로 202,경기도 안산시 단원구 고잔동 604,37.3262873582,126.8281889417,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
고잔역(신도시),무인대여소,,경기도 안산시 단원구 고잔동 679-1,37.315961,126.823901,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,30,30,Y,기계식,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
중앙도서관,무인대여소,,경기도 안산시 단원구 고잔동 721-1,37.304561,126.820812,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,45,45,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
둔배미공원,무인대여소,경기도 안산시 단원구 광덕2로 55,경기도 안산시 단원구 초지동 723-1,37.3107394585,126.8164023246,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,30,30,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
와스타디움(롯데마트),무인대여소,경기도 안산시 단원구 화랑로 260,경기도 안산시 단원구 초지동 666-1,37.3194760178,126.8164938939,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,30,30,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
단원구청,무인대여소,경기도 안산시 단원구 중앙대로 635 (초지동),경기도 안산시 단원구 초지동 602-2,37.3207706234,126.8078667585,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
화랑유원지 제2주차장,무인대여소,,경기도 안산시 단원구 초지동 617,37.325391,126.809414,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,30,30,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
단원구노인복지회관,무인대여소,경기도 안산시 단원구 선부광장1로 134,경기도 안산시 단원구 선부동 1077-9,37.3322685415,126.810584,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,30,30,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
선부1동 주민센터,무인대여소,경기도 안산시 단원구 선부광장서로 47,경기도 안산시 단원구 선부동 964-4,37.3343092608,126.804406,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
관산중학교,무인대여소,,경기도 안산시 단원구 원곡동 982,37.334964,126.798077,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,15,15,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
안산역,무인대여소,경기도 안산시 단원구 중앙대로 462,경기도 안산시 단원구 원곡동 377-6,37.3279761125,126.7872905862,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,45,45,Y,기계식,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
원시역(두산동아),무인대여소,경기도 안산시 단원구 산단로 지하70 (원시동),경기도 안산시 단원구 원시동 803,37.3019929115,126.7867231262,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
기업은행 반월지점,무인대여소,,경기도 안산시 단원구 목내동 467,37.304641,126.771261,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,15,15,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
비츠로테크 맞은편,무인대여소,,경기도 안산시 단원구 성곡동 619,37.307258,126.762222,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
대부바다향기 테마파크,무인대여소,,경기도 안산시 단원구 대부북동 1841-10,37.286418,126.575373,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,40,40,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
대부도관광안내소,무인대여소,경기도 안산시 단원구 대부황금로 1531,경기도 안산시 단원구 대부북동 1985,37.289892,126.577971,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
다문화 지원센터,무인대여소,경기도 안산시 단원구 화정로 26,경기도 안산시 단원구 초지동 667-2,37.331170,126.815352,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
와동체육공원,무인대여소,경기도 안산시 단원구 와동공원로 109,경기도 안산시 단원구 와동 813-1,37.3400181616,126.8203033666,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
선부동 롯데마트,무인대여소,경기도 안산시 단원구 선부로 166,경기도 안산시 단원구 선부동 1085,37.340755,126.814023,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,23,23,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
월피동주민센터,무인대여소,경기도 안산시 상록구 시낭북로 4,경기도 안산시 상록구 부곡동 738,37.3337031283,126.8568333477,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
월피동 광덕시장,무인대여소,,경기도 안산시 상록구 월피동 535,37.335679,126.844701,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
사3동주민센터,무인대여소,경기도 안산시 상록구 해양로 8,경기도 안산시 상록구 사동 1511-1,37.2947354706,126.8200502327,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,40,40,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
본오2차아파트,무인대여소,,경기도 안산시 상록구 사동 1507,37.281745,126.852077,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
원곡본동 주민센터,무인대여소,경기도 안산시 단원구 부부로 43,경기도 안산시 단원구 원곡동 991-1,37.3324362545,126.7903426850,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
당곡 운동장,무인대여소,,경기도 안산시 단원구 고잔동 677-1,37.324386,126.834846,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
신길고 사거리,무인대여소,,경기도 안산시 단원구 신길동 1564,37.335003,126.789077,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
원곡2동 베스트 플라자,무인대여소,경기도 안산시 단원구 원초로 34,경기도 안산시 단원구 원곡동 846-1,37.3280596153,126.8021840717,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,16,16,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
신 안산대학교,무인대여소,경기도 안산시 단원구 신안산대학로 135,경기도 안산시 단원구 초지동 671,37.3090171466,126.8054150090,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,27,27,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
초지동 이마트,무인대여소,경기도 안산시 단원구 신안산대학로 135,경기도 안산시 단원구 초지동 671,37.3090171466,126.8054150090,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
호수공원 APT,무인대여소,,경기도 안산시 단원구 고잔동 719,37.307845,126.827011,00:00,23:59,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2019-07-05,3930000,경기도 안산시
세종우체국 건너편,무인대여소,,세종특별자치시 보람동 623-5,36.482037,127.2920729750,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13,5690000,세종특별자치시
